id,budget,brief
9ba04d62-8210-4bb9-b68f-dea56a897c5e,10000.0,"Événement avec 24 participants, prévu du 14 au 16 juin, axé sur des activités de team building, budget de 10 000€ HT."
4765ac89-8b4f-4bc8-bb95-aa16a2d1e6ce,2000.0,"Événement pour 7 participants avec hébergement minimum de 7 chambres. Dates : 11 au 12 mai avec possibilité d'enregistrement anticipé et de départ tardif. Lieu proche de Paris, dans les départements 78 ou 92. Comprend 1 dîner, 2 déjeuners et 1 petit-déjeuner. L'espace est privatisé et équipé de wifi ainsi que d'espaces de travail. Budget total : 1.400€."
df7500a9-3c09-4a52-948d-4ab769564672,2250.0,"Événement pour 15 participants avec un minimum de 8 chambres. Dates : 22 au 23 juin, arrivée le matin et départ l'après-midi. Lieu situé à 2h30 de Paris en voiture. Comprend un dîner, deux déjeuners et un petit-déjeuner. Activités de team building prévues."
4dc5ef61-905b-4ae7-a384-d2a74e827840,4000.0,"Événement pour 20-25 participants avec hébergement en chambres partagées. Dates : du 30 juin au soir au 2 juillet matin, à moins de 2h de Paris. Comprend la livraison de courses à domicile, privatisation du lieu, et activités sur place telles que piscine et terrain de pétanque. Aucun travail prévu. Budget de 150-170€ par personne au total, avec un coût de 1000€ par nuit ou 2000€ pour 2 nuits."
bbca793f-8332-4f35-9b13-81feaf0848bb,3500.0,"Événement avec 20 participants, chambres partagées et lits individuels. Prévu du vendredi 9 juin à 15h jusqu'au samedi 10 juin à 21h en Île-de-France avec pass navigo. Repas simples avec livraison de courses à domicile. Lieu privatisé. Activités gérées par le client. Aucun travail prévu. Budget de 3200€ incluant hébergement, courses et transports du dernier kilomètre."
f2d00374-458a-4454-a77b-c686f72fdb75,5000.0,"Événement pour 19 participants avec un minimum de 10 chambres. Dates : du 31 mai au 01 juin, arrivée l'après-midi et départ vers 15h. Lieu : à maximum 1h de La Défense en voiture, dans un cadre verdoyant. Restauration incluse : 1 dîner, 2 déjeuners, 1 petit-déjeuner et des collations. L'espace est privatisé. Activités prévues : randonnée. Équipements : salle de réunion et wifi performant. Budget alloué : 5 000€ HT."
1b658104-7b35-4c61-ad19-e7a7ee1a2017,9000.0,"Événement pour 30 participants avec hébergement en chambres partagées, prévu du 5 au 7 juillet en Île-de-France. Accès via un pass Navigo, sans taxi à l'arrivée. Comprend 2 dîners, 2 déjeuners et 2 petits-déjeuners avec des options vegan, cuisine équipée avec courses livrées. Lieu privatisé avec wifi et espaces de travail. Activité de team building éco-responsable le vendredi matin, axée sur une balade collective dans la nature. Budget maximum de 300€."
b031d2b4-a0e3-4f3a-bf78-40c253e42e05,2500.0,"Événement pour un groupe de 30 participants, avec un besoin d'au moins 10 chambres. Dates prévues du 18 au 19 juillet, à une distance maximale de 2 heures de Paris. Lieu entièrement privatisé avec des activités à explorer. Aucun accès au wifi ni espaces de travail disponibles. Budget idéal de 2500€ HT."
7d3a1d13-e89c-4c17-b448-9e3f417c3e07,10000.0,"Événement pour 30 participants en Normandie, du 21 au 23 juin. Lieu privatisé avec piscine, dans un cadre naturel et cosy. Prévoir des petits-déjeuners et une soirée détente sans activités imposées, mais avec des options simples. Activités à suggérer telles que le sport, la randonnée ou le char à voile. Nécessité d'un projecteur ou d'une télévision. Participants autonomes en véhicule personnel."
03a50196-7f25-42ea-bfa1-c0e011ff9ece,0.0,"Demande de deux événements avec des participants et des chambres spécifiques. Le premier événement nécessite 7 participants avec des chambres privatives pour 3 jours, sans dates fixées, dans n'importe quelle région de France, avec un traiteur pour les repas et des activités de plein air. Le deuxième événement concerne 11 participants, avec des besoins similaires, s'étalant du dimanche soir au vendredi matin, dans une localisation également flexible. Les deux événements requièrent un bon accès à Internet et des espaces de travail adaptés."
cb3de13b-0223-4d9b-84d7-382c9cb9def1,3500.0,"Événement avec 9 participants et 9 chambres individuelles prévu du 04 au 05 juillet 2023, avec une arrivée à 10h et un départ à 17h. Localisation souhaitée en Bretagne ou en Île-de-France. Comprend un dîner, deux déjeuners, un petit déjeuner et deux collations. Privatisation souhaitée si possible. Une activité de dégustation de vin est prévue. Besoin de wifi et d'espaces de travail, incluant une salle de réunion, un projecteur et un écran."
75a25acc-0997-472c-acef-157ce9f8ca57,1700.0,"Groupe de 14-15 participants recherchant un hébergement privatisé dans un manoir ou château dans le nord de la France, avec des dates possibles entre fin octobre et début novembre. Gestion libre des repas et activités en autonomie, avec un budget maximum de 1500-1700€."
d5057ebc-5582-4b91-9bdc-106747fe5993,10000.0,"Événement avec 20 participants, se déroulant à Deauville du 19 au 21 juin. Comprend des repas et des pauses pendant les interventions, ainsi qu'un espace de travail. Prévoir 3 activités, telles que le char à voile et la mixologie."
d055c721-a9aa-48e9-8054-da0593bf461a,21000.0,"Événement pour 35 participants avec 20 chambres, prévu du 27 au 29 septembre 2023, comprenant une arrivée anticipée le matin et un départ tardif l'après-midi. Lieu situé à la montagne, privatisé pour l'occasion, avec une option de restauration à prévoir et des activités de team building assez dynamiques."
2885ef8e-6a1d-47bd-84c4-6edd983b539d,8000.0,"Capacité d'accueil de 80 participants avec 80 chambres, dates du 14 au 15 septembre (arrivée à 15h, départ à 12h), situé à 2h de Paris, activités disponibles avec proposition à faire, et espaces de travail inclus."
cd92b570-9a17-42dc-8ccc-e20fb6d50971,4000.0,"Événement pour 13 participants avec hébergement idéalement en 13 chambres. Dates : du 6 juillet matin au 7 juillet après-midi, arrivée à 12h et départ après déjeuner si nécessaire. Lieu : toute la France, avec préférence pour le soleil et à proximité d'une gare. Restauration : 1 dîner, 2 déjeuners, 1 petit-déjeuner. Préférence pour un lieu privatisé et en gestion libre. Activités prévues : rafting, à définir selon le lieu. Besoin d'une connexion wifi avec un débit minimum et d'espaces de travail pour deux groupes, avec au moins 2 écrans ou vidéoprojecteurs. Budget : 3500€ HT activités incluses, soit 270€ par personne."
dabf2951-529c-403c-b30e-b559d202a4e3,6000.0,"Capacité d'accueil - 28 participants | 14 chambres (7 simples). Certains viennent que le samedi. Dates - du 15/09/2023 (09h) au 17/09/2023 (18h). Localisation - Entreprise présente au Benelux et en France, événement en France (Nancy) avec une distance maximum de 4h30 de route de Bruxelles. Restauration - Non (petits déjeuners | déjeuners | dîners). Lieux - Gestion libre, privatisé c'est mieux, lieux modernes, entreprise assez jeune, grands espaces. Activités - Oui, samedi après-midi, balade en trottinette l’année passée. Besoin de wifi - Non. Espaces de travail - Non (week-end détente). Transport - Non. Budget - 5 000 € (200 par personne) ou 6000 €."
c94bcf7c-8e9d-4116-a3f2-17f7e79f5e35,0.0,Capacité d'accueil - 25 participants | 10 chambres. Dates - du 26/06/2023 (14h) au 27/06/2023 (15h). Localisation - Ile de France. Restauration - Non. Lieux - Privatisé. Activités - Non. Besoin de wifi - Oui. Espaces de travail - Non (Grand salon / grands espaces). Transport - Non. Budget - 2 000 € (80€ par personne pour l'hébergement).
5fc74d38-4905-449e-a9d7-79a71fd7fb42,2000.0,"Capacité d'accueil - 15 participants | 13 chambres minimum. Dates - du 30/06/2023 (16h) au 01/07/2023 (12h). Localisation - Seine et Marne, si possible proche de Meaux. Restauration - Proposer. Lieux - Privatisé."
f03b1668-5528-4b2a-859b-a882ae9f24ae,3000.0,"Participants : 7 personnes | 7 chambres. Dates : du 27/09/2023 (avant dej) au 28/09/2023 (après dej). Localisation : Max 1h de transport de Paris. Restauration : 7 petits déjeuners, 14 déjeuners, 7 dîners, 14 collations, Apéro vin et grignotage. Lieux : Partagé. Activités : oui mais pas sportif : escape game. Besoin de wifi : Oui. Espaces de travail : oui avec couleur et gindé. Transport : Non. Budget : 3 000 € (428,57143 par personne). Présélection : plusieurs lieux."
45462476-af60-4bac-9117-1857557dffdb,30000.0,Capacité d'accueil - 31 participants | chambres. Dates - du 29/08/2023 au 01/09/2023. Localisation - Près de Rouen ou aux alentours de Paris.
f8ecdad3-b629-4d7b-8d63-8a34c898da8e,18000.0,"Événement pour 36 participants avec 10 chambres, se déroulant du 13 au 16 septembre 2023 en Bourgogne et Clermont. Comprend 3 petits déjeuners, 4 déjeuners et 3 dîners. Lieu privatisé avec des activités d'olympiades, besoin de wifi et salle de conférence disponible. Transport en bus depuis Orléans."
a7366ad3-675f-41ef-acbf-6d66e639326f,0.0,"Événement pour 30 participants avec 5 chambres, se déroulant du 06/07/2023 (16h) au 07/07/2023 (10h), proche de Paris. Restauration incluse avec petits déjeuners, déjeuners et dîners. Lieu privatisé."
e0f3cb44-c7f4-4950-a7f6-f13df8dc55cc,2000.0,"Événement pour un groupe de 7 personnes avec hébergement dans 5 chambres, prévu du 10 au 11 juillet 2023 autour de Paris. Comprend la restauration avec un petit déjeuner, deux déjeuners et un dîner, ainsi que des espaces de travail disponibles."
f11b9458-5ac7-4047-b5ef-d06f4d684c4c,5000.0,"Événement pour 50 personnes avec 50 chambres, prévu du 27 au 28 septembre (arrivée 10h - départ 14h). Localisation accessible pour des participants venant de toute la France. Restauration en pension complète. Lieux pouvant être privatisés ou partagés. Prévoir des activités payantes et non payantes. Besoin de wifi et d'espaces de travail. Transport organisé de la gare au lieu. Budget total de 5 000 € (98,04 € par personne)."
a1536034-6ec3-4c0b-a8b4-971e5c6c62ce,10000.0,"Participants : 12 personnes | 12 chambres (international participants) Dates : du dimanche 22/10/2023 (soir) au 24/10/2023 (fin d'après-midi) Localisation : Genève (1h / 1h30 autour) / Jura Suisse ou Français Restauration : (2 petits déjeuners | 2 déjeuners | 2 dîners | 4 collations) Lieux : dépaysant, sympathique, avec un maximum d'espaces privatifs Activités : team building Besoin de wifi : oui Espaces de travail : un salon de sous commission Transport : autonomes Budget : 10 000 € HT (250 € HT/nuit/personne)"
b68fcd74-1937-4626-9278-c3eccc9fccfa,7000.0,Capacité d'accueil : 14 personnes | 14 chambres. Dates : du 27/09/2023 (18h) au 29/09/2023 (16h). Localisation : région côtière. Restauration : Oui (2 petits déjeuners | 2 déjeuners | 2 dîners). Lieux : Privatisé ou partagé. Activités : Activité en lien avec la région. Soirée : Non spécifiée. Besoin de wifi : Oui. Espaces de travail : Oui (salle de réunion). Transport : Non. Budget : 7 000 €.
9024d8da-c2b3-41cd-8fa2-7d95a5a920fc,1500.0,"Événement pour 6 participants avec hébergement en 6 chambres avec salle de bain. Dates : du 18 au 19 septembre 2023. Localisation en Ile de France. Restauration en pension complète avec repas et pauses. Lieux pouvant être privatisés ou partagés. Activités prévues : animation le soir, escape game ou murder party. Pas de soirée prévue. Besoin de wifi. Espaces de travail : 1 salle de réunion le 18 après-midi et le 19 toute la journée. Transport en autonomie. Budget d'environ 1 500 €."
ac093e41-3085-4a70-bafe-f9866172d6ed,6000.0,"Événement pour 20 participants avec hébergement et restauration. Dates : du 12 au 13 septembre 2023, localisation à Reims et alentours. Besoin d'un espace de travail équipé et connexion wifi. Pas d'activités ou de soirée prévues."
f0d10542-2b59-4a39-8d31-4f7c02b5add4,6500.0,"Participants : 10 personnes | 9 chambres. Dates : du 28/08/2023 (19h) au 31/08/2023 (15h). Localisation : IDF. Restauration : Oui (3 petits déjeuners | 3 déjeuners | 3 dîners). Lieux : Privatisé ou partagé. Activités : Non. Soirée : Non. Besoin de wifi : Oui. Espaces de travail : Oui (Important ils sont là pour travailler). Transport : Non. Budget : 6 500 € (216,67 €/nuit/personne)."
bb53f14b-8bdb-4021-bdb1-23f54998e1d2,20000.0,"Participants : 50 personnes | 15 chambres simples, le reste en partage. Dates : du 21/09/2023 au 22/09/2023, possibilité de début octobre, toujours un début jeudi/vendredi. Localisation : Hauts de France, Reims ou à 1h autour, nord de Paris. Restauration : 1 petit déjeuner, 2 déjeuners (idéalement des lunchbox), 1 dîner avec apéro. Lieux : privatisé ou partagé. Activités : 1 activité. Soirée : pas de soirée. Besoin de wifi : oui. Espaces de travail : réunion le premier après-midi, salle équipée. Budget : 20 000 €."
891e8c0f-fcdd-4263-837e-372ec11bb975,4000.0,"Participants : 8 personnes | 8 chambres. Dates : du 27/09/2023 (10h) au 28/09/2023 (18h) (ou 28 au 29). Localisation : 2h max de la ville. Restauration : Oui, 2 petits déjeuners, 2 déjeuners, 1 dîner. Lieux : Privatisé ou partagé (gestion libre avec restauration). Activités : Non (mais babyfoot, billard, molky). Soirée : Non. Besoin de wifi : Oui. Espaces de travail : Oui. Budget : 4 000 € HT maximum (500 €/nuit/personne)."
7a4602cc-432b-4c12-85e7-117651707072,15000.0,"Événement pour 30 à 40 participants, avec options de chambres individuelles et partagées. Durée d'une journée et demie, se déroulant en Normandie entre mi-septembre et mi-octobre. Restauration prévue avec dîners, petits déjeuners et déjeuners pour 40 personnes. Lieu à privatiser ou partager. Activités de team building ludiques comme un escape game et une chasse au trésor. Soirée prévue le jeudi. Besoin de wifi et d'espaces de travail équipés pour des conférences et projections. Transport à deviser. Budget total de 15 000 €."
2b98a60d-e193-472f-9e67-0ea128f1ff1a,10000.0,"Événement pour 35 participants avec hébergement et restauration. Dates du 9 au 11 octobre, localisation autour de Reims ou Saint Quentin. Activités à définir selon le budget, pas de soirée prévue. Besoin de wifi et d'espaces de travail adaptés. Budget d'environ 5 000 € HT."
abfc59ce-e532-4957-b2df-70f9ce4c9b97,6000.0,"Événement pour 15 participants avec des chambres disponibles. Dates flexibles à la fin de février ou début mars, arrivée à 18h et départ à 16h. Localisation dans les Alpes, le Jura ou les Vosges, accessible en train. Restauration incluse avec 2 petits déjeuners, 2 déjeuners et 2 dîners. Lieux pouvant être privatisés ou partagés. Activités disponibles. Besoin de wifi et espaces de travail avec salle de réunion ou sous-commission."
30bd47ff-e391-43da-b355-6e7aadd3e0e0,0.0,"Événement pour 18 participants avec 10 chambres, se déroulant du 25 au 26 octobre 2023, à 1-2 heures de Paris. Comprend la restauration (petit déjeuner, déjeuner, dîner) et des activités. Lieu privatisé avec soirée prévue. Besoin de wifi, transport en train ou bus, budget de 4 000 €."
8fdd2876-384c-40ed-95c5-2b8da9d11f80,35000.0,"Événement pour 45 participants avec 23 chambres réservées. Dates de l'événement : du 11 au 13 avril 2024. Localisation en Île-de-France. Restauration incluse avec petits déjeuners, déjeuners et dîners. Lieux pouvant être privatisés ou partagés. Pas d'activités prévues, mais une soirée est organisée. Besoin de wifi et d'espaces de travail. Pas de transport inclus. Budget total de 35 000 €."
9f1b579e-adbf-45a5-ba8e-603033e7badf,0.0,"Événement pour 12 participants avec 8 chambres réservées. Dates : du 18 au 19 octobre 2023, en Île-de-France. Restauration incluse avec petits déjeuners, 2 déjeuners et 1 dîner. Lieu privatisé. Activités à proposer. Besoin de wifi et d'espaces de travail. Transport prévu par train et taxi. Budget de 3 000 € par nuit et par personne."
edfb74c5-a2a7-482c-8436-ad126210a645,10000.0,"Participants : 30 personnes | 15 chambres. Dates : du 08/12/2023 au 10/12/2023. Localisation : Alpes, haute Savoie, Annecy, ou Alsace / Strasbourg. Restauration : Oui (1 repas). Lieux : Privatisé ou partagé. Activités : Oui. Soirée : À voir. Besoin de wifi : Oui mais pas haut débit. Espaces de travail : Oui 1 jour en tout. Transport : Train ou bus depuis Lyon ou Grenoble. Budget : 21 000 € (350 €/nuit/personne). Présélection : Se focaliser sur le lieu. Informations complémentaires : Endroit bien desservi, objectif : créer des moments exceptionnels pour 30 personnes, avec un enjeu de cohésion."
722fa7f3-7c84-4230-b995-b0851a8bf6cb,4000.0,"Événement pour 40 participants avec chambres partagées, se déroulant du 17 au 19 novembre 2023 à 2 heures de Paris. Lieu privatisé sans restauration, avec des activités prévues et une soirée le samedi. Pas de besoin de wifi ni d'espaces de travail, transport non inclus."
f781a962-cecc-4a2d-b63d-7e9d176a5f0a,3000.0,"Événement pour 8 participants avec 8 chambres, prévu du 20 au 21 novembre 2023. Localisation à moins de 2 heures de Paris. Restauration incluse : 1 petit déjeuner, 2 déjeuners et 1 dîner. Activités prévues, avec une attention particulière pour 2 femmes enceintes. Espaces de travail disponibles, incluant un accès à une salle de réunion et une salle d'activités/conférence."
444eda18-2d2d-4cf7-8998-3887dcc4b2b7,3000.0,"Événement avec 12 participants se déroulant à Lyon du 23 au 24 novembre 2023. Pas de restauration ni d'activités prévues, mais des espaces de travail seront disponibles. Transport non inclus. Lieu présélectionné : un château."
9e0d80e4-b46c-43a7-81a9-06469e860384,3000.0,"Événement pour 50 participants avec hébergement en chambres simples et dortoirs. Dates prévues du 27 au 28 janvier 2024, avec flexibilité d'une semaine. Localisation à une heure de Paris. Restauration incluse avec un petit déjeuner, deux déjeuners et un dîner."
833bb445-5b27-4937-a81b-3895a73fb8be,0.0,"Événement pour 9 participants avec hébergement de 9 chambres. Dates : du 19/12/2023 au 20/12/2023. Localisation : moins de 2h de Paris. Restauration incluse : 1 petit-déjeuner, 2 déjeuners, 1 dîner. Lieux : privatisé ou partagé. Activités : oui, indoor, piscine souhaitée. Soirée : oui. Besoin de wifi : oui le premier jour. Espaces de travail : oui le premier jour. Transport : non. Budget : 2 000 €."
236a8900-c8cd-4655-ac2f-b3039287cc8c,0.0,"Événement pour 25 participants avec 15 chambres réservées, se déroulant du 11 au 13 mars 2024. Localisation dans toute la France. Comprend la restauration avec 2 petits déjeuners, 2 déjeuners et 2 dîners. Espaces de travail disponibles avec salle plénière et sous-commission. Besoin de wifi et soirée festive prévue. Pas d'activités ni de transport organisé."
6d8455d8-88ea-4ba0-bd34-ce481fda2caa,30000.0,"Événement pour 35 participants dans un lieu atypique avec hébergement en chambres simples. Dates : du 3 au 5 juillet, localisation autour de Fontainebleau. Restauration incluse : 2 petits déjeuners, 3 déjeuners et 2 dîners. Activités proposées : escalade, nature, balades et équitation. Besoin de wifi et d'un espace de travail pour une journée."
2a556b48-9282-4e6f-a76f-b0fd6fc12a60,1200.0,"Événement pour 4 participants avec hébergement en 4 chambres. Dates : du 29 au 30 novembre 2023, localisation autour de Colmar. Restauration incluse (petits déjeuners, déjeuners, dîners). Lieux peuvent être privatisés ou partagés. Activités prévues. Soirée organisée. Besoin de wifi et espaces de travail disponibles. Pas de transport fourni."
93da9384-70b6-44ad-a9e1-49de8d5cbfae,4500.0,"Événement pour 8 participants à Lyon du 05/12/2023 au 07/11/2023 avec restauration incluant 2 petits déjeuners, 3 déjeuners et 2 dîners. Lieu privatisé ou partagé, sans activités prévues, besoin de wifi et d'espaces de travail, pas de transport fourni."
ea66bfda-ea0e-4f3b-9f2d-a7a3e8053a8b,6000.0,"Événement pour 30 participants, prévu du 13 au 14 mars 2024, proche de Paris. Séminaire de cohésion avec location de grandes maisons pour des espaces communs conviviaux et des activités."
2756dd64-986d-475a-b0c2-07ea0cb21fdb,12000.0,"Événement pour 60 participants avec 30 chambres réservées. Dates : du 05/09/2024 (12h) au 06/09/2024 (15h), localisation entre Paris et Bordeaux. Restauration incluse : 1 petit déjeuner, 2 déjeuners et 1 dîner. Lieu privatisé avec activités de loisir sur place : piscine, terrain de tennis, pétanque, sauna, etc. Soirée avec open bar pendant 3 heures, sans DJ. Pas de besoin de wifi. Espace de travail prévu en format îlots pour l'après-midi du premier jour. Transport organisé avec navette. Budget total de 12 000 €. Présélection de plusieurs domaines pour l'événement. Séminaire annuel pour remercier les équipes, avec une ambiance détendue, à l'exception d'une plénière de 1h30 le premier jour. Programme détaillé pour les deux jours incluant des repas, des activités et une soirée dansante."
2ef5faa5-a896-49c2-a6a6-9b58e2b321a9,700.0,"Événement pour 7 participants prévu le 11 décembre 2023, avec une journée au vert dans les Deux-Sèvres, la Vendée ou le Maine-et-Loir. Comprend un petit-déjeuner, une pause gourmande et un déjeuner, sans activités prévues. Des espaces de travail seront disponibles, mais aucun transport n'est inclus. Le budget total est de 700 €."
